CC,AS,start,uids,first_isp,googlepdns,cloudflare,opendns,quad9,level3,neustar,he,first_others,nb_https,nb_AAAA,nb_A,nb_A_dup,nb_dup_A,dups_isp,dups_pdns,isp_pdns,isp_others,dups_others,dups_long,zombie_1,zombie_2,z_ISP,z_PDNS,z_others,first_3s,first_10s,sum_delay,max_delay
PL,AS49035,1738045800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZA,AS329122,1738060200,4,0,4,0,0,0,0,0,0,0,1,0,4,3,7,0,2,0,0,0,1,0,0,0,0,0,0,0,3.2415051460266113,0.9139149188995361
UA,AS48693,1738060200,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.609344959259033,2.609344959259033
NL,AS136258,1738045800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NL,AS136258,1738053000,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0968959331512451,1.0968959331512451
NL,AS136258,1738060200,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.141063928604126,1.141063928604126
ES,AS212833,1738045800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES,AS212833,1738053000,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1624119281768799,1.1624119281768799
PL,AS198642,1738024200,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1160099506378174,1.1160099506378174
PL,AS198642,1738031400,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0788769721984863,1.0788769721984863
CH,AS12620,1738060200,2,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0202140808105469,0.9584910869598389
UA,AS21308,1738060200,2,0,2,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.8731679916381836,0.9659779071807861
BG,AS20750,1738045800,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.17438507080078125,0.17438507080078125
BG,AS20750,1738053000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL,AS49035,1738053000,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6410970687866211,0.6410970687866211
PL,AS198642,1738038600,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9067819118499756,0.9067819118499756
CO,AS267708,1738053000,1,0,1,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6284298896789551,0.6284298896789551
LV,AS56630,1738060200,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7313680648803711,0.7313680648803711
PL,AS198713,1738053000,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7299139499664307,0.7299139499664307
PL,AS198713,1738060200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TZ,AS22354,1738045800,3,0,3,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3.3434979915618896,1.4067599773406982
TZ,AS22354,1738053000,2,0,2,0,0,0,0,0,0,0,0,0,2,1,5,0,0,0,0,0,4,0,0,0,0,0,0,0,1.4565231800079346,1.020240068435669
SE,AS36183,1738060200,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9680180549621582,0.9680180549621582
ES,AS42473,1738053000,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1481940746307373,1.1166040897369385
ES,AS42473,1738060200,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31234097480773926,0.31234097480773926
GR,AS198477,1738024200,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9080309867858887,0.9080309867858887
IT,AS210172,1738045800,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45220303535461426,0.45220303535461426
IT,AS210172,1738053000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES,AS211717,1738060200,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49022603034973145,0.49022603034973145
PL,AS200031,1738060200,8,8,0,0,0,0,0,0,0,0,1,0,8,8,20,8,0,0,0,0,0,0,0,0,0,0,0,0,6.504070281982422,0.9554200172424316
NL,AS20847,1738060200,5,1,4,0,0,0,0,0,0,0,5,0,5,1,36,2,0,0,0,0,0,0,0,0,0,0,0,0,3.2239699363708496,0.9874169826507568
AT,AS8562,1738060200,8,0,0,0,2,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5428009033203125,1.0094890594482422
ZA,AS60171,1738060200,3,0,2,0,0,0,0,0,0,1,2,0,3,2,16,0,1,0,0,3,1,0,8,0,0,8,0,0,3.522209882736206,1.5679099559783936
PL,AS198642,1738045800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL,AS49197,1738024200,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5171709060668945,0.5171709060668945
PL,AS49197,1738031400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UA,AS31350,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GM,AS329179,1738053000,8,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.262881755828857,1.0969030857086182
AT,AS12453,1738031400,6,6,0,0,0,0,0,0,0,0,3,0,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.462363004684448,1.1722030639648438
GB,AS30847,1738038600,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8339250087738037,0.8339250087738037
GB,AS30847,1738045800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UA,AS31350,1738024200,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9471120834350586,0.9471120834350586
GB,AS30847,1738053000,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19889307022094727,0.19889307022094727
GB,AS30847,1738060200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH,AS20582,1738038600,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1852200031280518,1.1852200031280518
NL,AS39563,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI,AS55256,1738038600,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0273199081420898,1.0273199081420898
FI,AS55256,1738045800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI,AS55256,1738053000,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.8420360088348389,0.8420360088348389
FI,AS55256,1738060200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GB,AS203649,1738038600,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8123259544372559,0.8123259544372559
PL,AS34999,1738060200,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27244091033935547,0.27244091033935547
RO,AS31362,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO,AS31362,1738024200,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0216069221496582,1.0216069221496582
HU,AS209486,1738038600,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5130650997161865,2.5130650997161865
FI,AS50585,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL,AS198982,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL,AS198642,1738053000,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.751384973526001,0.751384973526001
PL,AS198982,1738024200,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1902339458465576,1.1902339458465576
SE,AS197784,1738053000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8183848857879639,0.8183848857879639
PL,AS198982,1738031400,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.580465078353882,5.580465078353882
LU,AS203020,1738060200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IT,AS51569,1738053000,1,0,1,0,0,0,0,0,0,0,0,0,1,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0.15453004837036133,0.15453004837036133
IT,AS51569,1738060200,2,0,2,0,0,0,0,0,0,0,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6936390399932861,0.9981939792633057
ES,AS57140,1738038600,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.679624080657959,0.679624080657959
ES,AS57140,1738045800,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0745289325714111,1.0745289325714111
UA,AS209971,1738038600,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5458910465240479,0.5458910465240479
UA,AS209971,1738045800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UA,AS209971,1738053000,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8032729625701904,0.8032729625701904
UA,AS209971,1738060200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RS,AS57486,1738053000,3,0,3,0,0,0,0,0,0,0,3,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4.525817155838013,2.0660400390625
AT,AS60520,1738017000,4,0,3,1,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2786178588867188,0.8951869010925293
PL,AS198982,1738038600,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.017853021621704,1.017853021621704
PL,AS205485,1738060200,2,1,1,0,0,0,0,0,0,0,0,1,2,2,5,1,2,0,0,0,0,0,0,0,0,0,0,0,2.19231915473938,1.4131500720977783
FR,AS35238,1738060200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZA,AS203020,1738060200,1,0,0,0,0,0,0,0,0,1,0,1,1,1,19,0,0,0,0,0,7,0,0,0,0,0,0,0,1.6689279079437256,1.6689279079437256
PL,AS198642,1738060200,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0828700065612793,0.0828700065612793
RS,AS57486,1738060200,4,0,4,0,0,0,0,0,0,0,2,0,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3.4669418334960938,1.2048099040985107
PL,AS206956,1738060200,3,0,0,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.594672918319702,1.2098820209503174
CH,AS20582,1738045800,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.185992956161499,1.185992956161499
ZA,AS328882,1738045800,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.005284070968628,2.005284070968628
IT,AS45015,1738060200,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6761200428009033,0.6761200428009033
SE,AS201013,1738031400,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5774519443511963,0.5774519443511963
SE,AS201013,1738038600,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5256779193878174,0.5256779193878174
SE,AS201013,1738045800,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.570620059967041,0.570620059967041
SE,AS201013,1738053000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SE,AS201013,1738060200,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5730409622192383,0.5730409622192383
UA,AS3279,1738060200,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5437629222869873,0.5437629222869873
FI,AS201172,1738060200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UA,AS57960,1738053000,19,0,13,5,0,0,0,0,0,1,0,0,19,4,6,0,2,0,0,3,0,0,0,0,0,0,0,0,13.509700775146484,1.1866459846496582
DK,AS202914,1738060200,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8334720134735107,0.8334720134735107
SE,AS206799,1738053000,1,0,1,0,0,0,0,0,0,0,1,0,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1.2424330711364746,1.2424330711364746
DE,AS8365,1738060200,24,20,0,0,4,0,0,0,0,0,22,3,24,17,92,31,0,0,0,0,4,0,0,0,0,0,0,0,13.7997567653656,2.101728916168213
UA,AS61101,1738060200,5,0,1,3,0,0,0,0,0,1,0,0,5,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2.151313066482544,0.7810420989990234
SE,AS206799,1738060200,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.196494102478027,5.196494102478027
FI,AS42885,1738045800,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1260759830474854,1.1260759830474854
FI,AS42885,1738053000,6,6,0,0,0,0,0,0,0,0,2,0,6,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,5.927665948867798,2.119565963745117
DE,AS136258,1738045800,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2911989688873291,0.2911989688873291
DE,AS136258,1738053000,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.185887098312378,1.185887098312378
DE,AS136258,1738060200,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0850679874420166,1.0850679874420166
IT,AS43843,1738060200,14,0,8,0,0,0,0,0,0,6,12,0,13,3,8,0,0,0,0,8,0,0,0,0,0,0,0,0,9.099000215530396,1.011173963546753
FR,AS60994,1738060200,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27542996406555176,0.27542996406555176
DE,AS198145,1738060200,9,0,7,0,0,0,0,0,0,2,9,0,9,2,18,0,0,0,0,6,0,0,0,0,0,0,0,0,6.476242780685425,1.0588810443878174
PL,AS56441,1738024200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
UA,AS20934,1738060200,16,3,13,0,0,0,0,0,0,0,0,12,16,5,8,0,0,4,0,0,1,0,0,0,0,0,0,0,13.284114837646484,1.4224669933319092
PL,AS60809,1738053000,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0124030113220215,0.6795051097869873
LY,AS328611,1738060200,17,0,17,0,0,0,0,0,0,0,2,0,17,7,9,0,9,0,0,0,0,0,0,0,0,0,0,1,15.311684846878052,4.521759033203125
UA,AS39908,1738060200,51,0,30,21,0,0,0,0,0,0,1,0,51,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,34.91974234580994,1.1164929866790771
CZ,AS59664,1738038600,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5289030075073242,0.5289030075073242
CZ,AS59664,1738045800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZ,AS59664,1738053000,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6899449825286865,0.6899449825286865
GB,AS34587,1738060200,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39911508560180664,0.39911508560180664
IT,AS34758,1738060200,3,3,0,0,0,0,0,0,0,0,0,0,3,3,62,9,0,0,0,0,0,0,0,0,0,0,0,0,2.3870689868927,1.3789699077606201
PL,AS56441,1738031400,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5498549938201904,0.5498549938201904
NG,AS8849,1738060200,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1522269248962402,1.1522269248962402
PL,AS216446,1738024200,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.50895094871521,0.50895094871521
ZA,AS328882,1738053000,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5093400478363037,0.5093400478363037
CI,AS37282,1738053000,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.389147996902466,1.0798869132995605
CI,AS37282,1738060200,7,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.721520900726318,1.5300679206848145
PL,AS216446,1738031400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL,AS216446,1738038600,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9261770248413086,0.9261770248413086
GN,AS328244,1738060200,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.852977991104126,0.852977991104126
GB,AS35575,1738060200,2,1,1,0,0,0,0,0,0,0,2,0,2,1,7,2,0,0,0,0,0,0,0,0,0,0,0,1,4.885673999786377,3.396328926086426
PL,AS59607,1738060200,1,1,0,0,0,0,0,0,0,0,0,1,1,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3934309482574463,1.3934309482574463
BG,AS49387,1738060200,1,0,1,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0.3528571128845215,0.3528571128845215
ES,AS60267,1738060200,3,0,2,0,0,0,0,0,0,1,0,0,3,3,19,0,0,0,0,3,0,0,0,0,0,0,0,0,1.8683500289916992,1.1171069145202637
UA,AS211570,1738053000,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6368210315704346,0.6368210315704346
IT,AS206952,1738038600,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40749406814575195,0.40749406814575195
IT,AS206952,1738045800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL,AS59711,1738060200,2,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7934350967407227,1.0006461143493652
CO,AS262191,1738045800,1,0,1,0,0,0,0,0,0,0,1,0,1,1,5,0,2,0,0,1,0,0,0,0,0,0,0,0,0.4535360336303711,0.4535360336303711
CO,AS262191,1738053000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,AS262191,1738060200,1,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.162687063217163,1.162687063217163
BG,AS212115,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BG,AS212115,1738024200,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7109310626983643,1.7109310626983643
BG,AS212115,1738031400,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3397181034088135,1.3397181034088135
BG,AS212115,1738038600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BG,AS212115,1738045800,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38041090965271,1.38041090965271
BG,AS212115,1738053000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES,AS205081,1738060200,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9697489738464355,0.9697489738464355
RU,AS43714,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RU,AS43714,1738024200,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8179130554199219,0.8179130554199219
RU,AS43714,1738031400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RU,AS43714,1738038600,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8636798858642578,0.8636798858642578
RU,AS43714,1738045800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR,AS197883,1738053000,3,1,2,0,0,0,0,0,0,0,2,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.011441946029663,1.3204278945922852
FR,AS197883,1738060200,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5554840564727783,1.5554840564727783
PL,AS216446,1738045800,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6149609088897705,0.6149609088897705
PL,AS201966,1738031400,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45344996452331543,0.45344996452331543
ZA,AS328218,1738060200,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9132339954376221,0.9132339954376221
IT,AS49979,1738031400,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8312780857086182,0.8312780857086182
PL,AS199449,1738053000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5914819240570068,0.5914819240570068
PL,AS216446,1738053000,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0984070301055908,1.0984070301055908
RS,AS44901,1738031400,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.871967077255249,0.871967077255249
PT,AS5626,1738060200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU,AS209486,1738045800,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30794811248779297,0.30794811248779297
PL,AS205041,1738038600,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.3707430362701416,1.3707430362701416
PL,AS205041,1738045800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL,AS205041,1738053000,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5250248908996582,1.5250248908996582
PL,AS205041,1738060200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZ,AS56428,1738060200,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7489230632781982,0.7489230632781982
AL,AS33924,1738060200,4,0,2,2,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1737399101257324,0.8463480472564697
SK,AS202819,1738060200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH,AS58212,1738031400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH,AS58212,1738038600,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8672530651092529,0.8672530651092529
